 ,Track no,Slice no,X,Y,Distance,Velocity,Pixel Value
1342,44,18,23,482,0.288,0.144,19015
1343,44,19,17,480,0.816,0.408,63439
1344,44,20,12,494,1.918,0.959,39147
1345,44,21,11,492,0.288,0.144,16937
1346,44,22,11,492,0,0,13633
1347,44,23,8,485,0.982,0.491,13814
1348,44,24,5,478,0.982,0.491,15976
1349,44,25,0,469,1.328,0.664,7848
1350,45,1,494,490,-1,-1,23408
1351,45,2,493,483,0.912,0.456,24311
1352,45,3,496,484,0.408,0.204,15483
1353,45,4,496,480,0.516,0.258,10128
1354,45,5,497,477,0.408,0.204,9099
1355,45,6,498,472,0.658,0.329,7854
1356,45,7,501,472,0.387,0.194,7576
1357,45,8,501,476,0.516,0.258,8608
1358,45,9,502,476,0.129,0.065,10204
1359,45,10,496,476,0.774,0.387,9841
1360,45,11,488,475,1.04,0.52,4484
1361,45,12,480,475,1.032,0.516,6846
1362,45,13,476,478,0.645,0.323,8016
1363,45,14,475,483,0.658,0.329,9034
1364,45,15,471,488,0.826,0.413,8760
1365,45,16,468,492,0.645,0.323,5998
1366,45,17,465,496,0.645,0.323,12171
1367,45,18,464,495,0.182,0.091,10031
1368,45,19,462,492,0.465,0.233,11940
1369,45,20,462,488,0.516,0.258,8138
1370,45,21,463,486,0.288,0.144,7296
1371,45,22,467,485,0.532,0.266,7621
1372,45,23,472,484,0.658,0.329,10459
1373,45,24,476,482,0.577,0.288,9354
1374,45,25,477,476,0.785,0.392,8921
1375,45,26,480,475,0.408,0.204,9667
1376,45,27,483,470,0.752,0.376,11958
1377,45,28,482,463,0.912,0.456,17780
1378,45,29,476,461,0.816,0.408,12528
1379,45,30,472,459,0.577,0.288,14320
1380,45,31,468,451,1.154,0.577,12027
1381,45,32,462,451,0.774,0.387,13084
1382,45,33,460,447,0.577,0.288,12065
1383,45,34,456,448,0.532,0.266,12884
1384,45,35,451,452,0.826,0.413,11393
1385,45,36,449,450,0.365,0.182,10295
1386,45,37,448,449,0.182,0.091,11741
1387,45,38,446,445,0.577,0.288,15393
1388,45,39,437,442,1.224,0.612,11223
1389,45,40,433,442,0.516,0.258,35246
1390,45,41,416,438,2.253,1.126,30039
1391,45,42,414,436,0.365,0.182,21118
1392,45,43,419,431,0.912,0.456,15079
1393,45,44,417,426,0.695,0.347,12280
1394,45,45,411,424,0.816,0.408,10328
1395,45,46,409,421,0.465,0.233,13201
1396,45,47,408,417,0.532,0.266,13007
1397,45,48,408,414,0.387,0.194,16698
1398,45,49,410,414,0.258,0.129,14114
1399,45,50,410,412,0.258,0.129,17917
1400,45,51,414,414,0.577,0.288,15439
1401,45,52,418,414,0.516,0.258,16050
1402,45,53,421,410,0.645,0.323,13317
1403,45,54,424,403,0.982,0.491,17758
1404,45,55,430,390,1.847,0.923,20520
1405,45,56,429,382,1.04,0.52,17946
1406,45,57,433,373,1.271,0.635,22521
1407,45,58,430,366,0.982,0.491,20512
1408,45,59,429,358,1.04,0.52,19447
1409,45,60,426,354,0.645,0.323,15063
1410,45,61,426,350,0.516,0.258,16855
1411,45,62,423,342,1.102,0.551,13915
1412,45,63,422,339,0.408,0.204,12563
1413,45,64,424,335,0.577,0.288,12759
1414,45,65,424,331,0.516,0.258,14968
1415,45,66,425,321,1.296,0.648,20985
1416,45,67,424,317,0.532,0.266,20220
1417,45,68,428,310,1.04,0.52,13339
1418,45,69,433,303,1.11,0.555,24092
1419,45,70,435,293,1.316,0.658,15521
1420,45,71,432,286,0.982,0.491,19248
1421,45,72,431,280,0.785,0.392,28203
1422,45,73,432,274,0.785,0.392,35662
1423,47,1,9,510,-1,-1,36372
1424,47,2,9,509,0.129,0.065,16089
1425,47,3,8,510,0.182,0.091,15027
1426,47,4,4,510,0.516,0.258,9230
1427,47,5,4,510,0,0,9033
1428,48,1,184,511,-1,-1,57139
1429,48,2,163,510,2.712,1.356,65513
1430,48,3,159,504,0.93,0.465,47100
1431,48,4,148,510,1.616,0.808,52485
1432,48,5,166,509,2.326,1.163,29285
1433,48,6,166,508,0.129,0.065,22860
1434,48,7,150,506,2.08,1.04,25489
1435,48,8,145,506,0.645,0.323,14554
1436,48,9,151,509,0.865,0.433,16003
1437,48,10,151,509,0,0,16348
